seq,ts,value
1000000080,2023-01-01 20:00:00,25.42049
1000000081,2023-01-01 20:15:00,23.57581
1000000082,2023-01-01 20:30:00,24.57241
1000000083,2023-01-01 20:45:00,25.41919
1000000084,2023-01-01 21:00:00,24.03589
1000000085,2023-01-01 21:15:00,24.68158
1000000086,2023-01-01 21:30:00,23.63716
1000000087,2023-01-01 21:45:00,24.62299
1000000088,2023-01-01 22:00:00,24.23989
1000000089,2023-01-01 22:15:00,25.96052
1000000090,2023-01-01 22:30:00,24.54392
1000000091,2023-01-01 22:45:00,25.01702
1000000092,2023-01-01 23:00:00,23.94685
1000000093,2023-01-01 23:15:00,24.57594
1000000094,2023-01-01 23:30:00,25.69641
1000000095,2023-01-01 23:45:00,25.98042
1000000096,2023-01-02 00:00:00,24.54548
1000000097,2023-01-02 00:15:00,23.84678
1000000098,2023-01-02 00:30:00,25.18213
1000000099,2023-01-02 00:45:00,23.70024
1000000100,2023-01-02 01:00:00,24.17554
1000000101,2023-01-02 01:15:00,24.7819
1000000102,2023-01-02 01:30:00,24.12898
1000000103,2023-01-02 01:45:00,23.14717
1000000104,2023-01-02 02:00:00,23.36323
1000000105,2023-01-02 02:15:00,23.42343
1000000106,2023-01-02 02:30:00,24.48592
1000000107,2023-01-02 02:45:00,25.90349
1000000108,2023-01-02 03:00:00,23.60302
1000000109,2023-01-02 03:15:00,23.64276
1000000110,2023-01-02 03:30:00,25.15678
1000000111,2023-01-02 03:45:00,23.52834
1000000112,2023-01-02 04:00:00,25.57573
1000000113,2023-01-02 04:15:00,25.90424
1000000114,2023-01-02 04:30:00,24.51593
1000000115,2023-01-02 04:45:00,24.19313
1000000116,2023-01-02 05:00:00,24.39456
1000000117,2023-01-02 05:15:00,24.82385
1000000118,2023-01-02 05:30:00,25.37027
1000000119,2023-01-02 05:45:00,24.83725
1000000120,2023-01-02 06:00:00,23.15923
1000000121,2023-01-02 06:15:00,25.98427
1000000122,2023-01-02 06:30:00,24.88939
1000000123,2023-01-02 06:45:00,25.75504
1000000124,2023-01-02 07:00:00,24.55468
1000000125,2023-01-02 07:15:00,23.73479
1000000126,2023-01-02 07:30:00,23.12225
1000000127,2023-01-02 07:45:00,25.75759
1000000128,2023-01-02 08:00:00,23.98714
1000000129,2023-01-02 08:15:00,25.46897
1000000130,2023-01-02 08:30:00,24.69251
1000000131,2023-01-02 08:45:00,23.14396
1000000132,2023-01-02 09:00:00,23.62154
1000000133,2023-01-02 09:15:00,25.53487
1000000134,2023-01-02 09:30:00,23.27677
1000000135,2023-01-02 09:45:00,25.23086
1000000136,2023-01-02 10:00:00,24.16158
1000000137,2023-01-02 10:15:00,24.01414
1000000138,2023-01-02 10:30:00,23.60768
1000000139,2023-01-02 10:45:00,23.9919
1000000140,2023-01-02 11:00:00,24.7059
1000000141,2023-01-02 11:15:00,25.73532
1000000142,2023-01-02 11:30:00,25.31092
1000000143,2023-01-02 11:45:00,24.86498
1000000144,2023-01-02 12:00:00,23.40491
1000000145,2023-01-02 12:15:00,25.80225
1000000146,2023-01-02 12:30:00,23.6132
1000000147,2023-01-02 12:45:00,23.91688
1000000148,2023-01-02 13:00:00,24.79994
1000000149,2023-01-02 13:15:00,24.58812
1000000150,2023-01-02 13:30:00,24.22278
1000000151,2023-01-02 13:45:00,24.72186
1000000152,2023-01-02 14:00:00,25.45361
1000000153,2023-01-02 14:15:00,24.33097
1000000154,2023-01-02 14:30:00,23.24661
1000000155,2023-01-02 14:45:00,24.60751
1000000156,2023-01-02 15:00:00,23.31081
1000000157,2023-01-02 15:15:00,24.42475
1000000158,2023-01-02 15:30:00,23.10184
1000000159,2023-01-02 15:45:00,25.02294
1000000160,2023-01-02 16:00:00,25.50414
1000000161,2023-01-02 16:15:00,23.54323
1000000162,2023-01-02 16:30:00,23.45188
1000000163,2023-01-02 16:45:00,25.37038
1000000164,2023-01-02 17:00:00,23.29366
1000000165,2023-01-02 17:15:00,24.79493
1000000166,2023-01-02 17:30:00,25.85483
1000000167,2023-01-02 17:45:00,23.74021
1000000168,2023-01-02 18:00:00,23.82518
1000000169,2023-01-02 18:15:00,23.22835
1000000170,2023-01-02 18:30:00,24.24751
1000000171,2023-01-02 18:45:00,24.9182
1000000172,2023-01-02 19:00:00,24.43369
1000000173,2023-01-02 19:15:00,25.88322
1000000174,2023-01-02 19:30:00,25.44061
1000000175,2023-01-02 19:45:00,23.75264
1000000176,2023-01-02 20:00:00,24.88533
1000000177,2023-01-02 20:15:00,23.10821
1000000178,2023-01-02 20:30:00,25.50877
1000000179,2023-01-02 20:45:00,25.64677
1000000180,2023-01-02 21:00:00,24.49008
1000000181,2023-01-02 21:15:00,23.60216
1000000182,2023-01-02 21:30:00,24.21357
1000000183,2023-01-02 21:45:00,23.69829
1000000184,2023-01-02 22:00:00,25.9692
1000000185,2023-01-02 22:15:00,23.60237
1000000186,2023-01-02 22:30:00,25.40717
1000000187,2023-01-02 22:45:00,25.70086
1000000188,2023-01-02 23:00:00,24.43589
1000000189,2023-01-02 23:15:00,25.39344
1000000190,2023-01-02 23:30:00,25.19756
1000000191,2023-01-02 23:45:00,25.152
1000000192,2023-01-03 00:00:00,25.70963
1000000193,2023-01-03 00:15:00,23.96471
1000000194,2023-01-03 00:30:00,24.25705
1000000195,2023-01-03 00:45:00,25.28049
1000000196,2023-01-03 01:00:00,23.96237
1000000197,2023-01-03 01:15:00,23.92569
1000000198,2023-01-03 01:30:00,25.20912
1000000199,2023-01-03 01:45:00,23.54609
1000000200,2023-01-03 02:00:00,24.34005
1000000201,2023-01-03 02:15:00,24.9266
1000000202,2023-01-03 02:30:00,23.52318
1000000203,2023-01-03 02:45:00,24.01011
1000000204,2023-01-03 03:00:00,23.77309
1000000205,2023-01-03 03:15:00,24.12041
1000000206,2023-01-03 03:30:00,23.75992
1000000207,2023-01-03 03:45:00,25.222
1000000208,2023-01-03 04:00:00,25.84847
1000000209,2023-01-03 04:15:00,25.01145
1000000210,2023-01-03 04:30:00,23.24993
1000000211,2023-01-03 04:45:00,24.39389
1000000212,2023-01-03 05:00:00,24.15262
1000000213,2023-01-03 05:15:00,23.22996
1000000214,2023-01-03 05:30:00,23.22461
1000000215,2023-01-03 05:45:00,25.26304
1000000216,2023-01-03 06:00:00,25.08611
1000000217,2023-01-03 06:15:00,25.8693
1000000218,2023-01-03 06:30:00,25.40872
1000000219,2023-01-03 06:45:00,25.28956
1000000220,2023-01-03 07:00:00,24.56134
1000000221,2023-01-03 07:15:00,23.34754
1000000222,2023-01-03 07:30:00,23.75974
1000000223,2023-01-03 07:45:00,25.32739
1000000224,2023-01-03 08:00:00,24.73414
1000000225,2023-01-03 08:15:00,23.25649
1000000226,2023-01-03 08:30:00,23.65443
1000000227,2023-01-03 08:45:00,25.10585
1000000228,2023-01-03 09:00:00,25.17318
1000000229,2023-01-03 09:15:00,24.94691
1000000230,2023-01-03 09:30:00,25.26731
1000000231,2023-01-03 09:45:00,25.36356
1000000232,2023-01-03 10:00:00,24.37436
1000000233,2023-01-03 10:15:00,23.68856
1000000234,2023-01-03 10:30:00,23.98156
1000000235,2023-01-03 10:45:00,24.47495
1000000236,2023-01-03 11:00:00,25.25187
1000000237,2023-01-03 11:15:00,23.8518
1000000238,2023-01-03 11:30:00,25.40862
1000000239,2023-01-03 11:45:00,25.85725
1000000240,2023-01-03 12:00:00,23.75201
1000000241,2023-01-03 12:15:00,24.2157
1000000242,2023-01-03 12:30:00,23.24609
1000000243,2023-01-03 12:45:00,25.08824
1000000244,2023-01-03 13:00:00,23.51399
1000000245,2023-01-03 13:15:00,23.74635
1000000246,2023-01-03 13:30:00,24.89582
1000000247,2023-01-03 13:45:00,24.41528
1000000248,2023-01-03 14:00:00,24.02173
1000000249,2023-01-03 14:15:00,25.40286
1000000250,2023-01-03 14:30:00,25.6185
1000000251,2023-01-03 14:45:00,24.25791
1000000252,2023-01-03 15:00:00,25.69244
1000000253,2023-01-03 15:15:00,23.15214
1000000254,2023-01-03 15:30:00,25.68055
1000000255,2023-01-03 15:45:00,25.98853
1000000256,2023-01-03 16:00:00,23.98089
1000000257,2023-01-03 16:15:00,24.7478
1000000258,2023-01-03 16:30:00,24.52733
1000000259,2023-01-03 16:45:00,24.65744
1000000260,2023-01-03 17:00:00,23.93902
1000000261,2023-01-03 17:15:00,24.20387
1000000262,2023-01-03 17:30:00,23.75824
1000000263,2023-01-03 17:45:00,25.99846
1000000264,2023-01-03 18:00:00,25.52474
1000000265,2023-01-03 18:15:00,25.37243
1000000266,2023-01-03 18:30:00,24.33489
1000000267,2023-01-03 18:45:00,25.18245
1000000268,2023-01-03 19:00:00,25.50995
1000000269,2023-01-03 19:15:00,25.11036
1000000270,2023-01-03 19:30:00,23.98241
1000000271,2023-01-03 19:45:00,24.23653
1000000272,2023-01-03 20:00:00,25.87291
1000000273,2023-01-03 20:15:00,23.30515
1000000274,2023-01-03 20:30:00,23.92085
1000000275,2023-01-03 20:45:00,23.32696
1000000276,2023-01-03 21:00:00,23.1531
1000000277,2023-01-03 21:15:00,25.24639
1000000278,2023-01-03 21:30:00,24.22549
1000000279,2023-01-03 21:45:00,25.87529
1000000280,2023-01-03 22:00:00,25.03129
1000000281,2023-01-03 22:15:00,25.8149
1000000282,2023-01-03 22:30:00,25.57063
1000000283,2023-01-03 22:45:00,23.82112
1000000284,2023-01-03 23:00:00,24.8046
1000000285,2023-01-03 23:15:00,23.59654
1000000286,2023-01-03 23:30:00,25.91201
1000000287,2023-01-03 23:45:00,23.49148
1000000288,2023-01-04 00:00:00,23.84133
1000000289,2023-01-04 00:15:00,23.15286
1000000290,2023-01-04 00:30:00,24.8474
1000000291,2023-01-04 00:45:00,24.84329
1000000292,2023-01-04 01:00:00,24.92176
1000000293,2023-01-04 01:15:00,25.88081
1000000294,2023-01-04 01:30:00,25.79313
1000000295,2023-01-04 01:45:00,25.73532
1000000296,2023-01-04 02:00:00,25.93104
1000000297,2023-01-04 02:15:00,25.16083
1000000298,2023-01-04 02:30:00,23.03004
1000000299,2023-01-04 02:45:00,23.81793
1000000300,2023-01-04 03:00:00,25.39693
1000000301,2023-01-04 03:15:00,25.19974
1000000302,2023-01-04 03:30:00,23.93138
1000000303,2023-01-04 03:45:00,25.22493
1000000304,2023-01-04 04:00:00,24.69721
1000000305,2023-01-04 04:15:00,25.31877
1000000306,2023-01-04 04:30:00,24.20384
1000000307,2023-01-04 04:45:00,23.3892
1000000308,2023-01-04 05:00:00,25.16386
1000000309,2023-01-04 05:15:00,23.42406
1000000310,2023-01-04 05:30:00,25.15069
1000000311,2023-01-04 05:45:00,24.44283
1000000312,2023-01-04 06:00:00,23.53848
1000000313,2023-01-04 06:15:00,25.23841
1000000314,2023-01-04 06:30:00,25.34545
1000000315,2023-01-04 06:45:00,24.02819
1000000316,2023-01-04 07:00:00,25.97928
1000000317,2023-01-04 07:15:00,24.98874
1000000318,2023-01-04 07:30:00,24.02564
1000000319,2023-01-04 07:45:00,25.1859
1000000320,2023-01-04 08:00:00,23.18843
1000000321,2023-01-04 08:15:00,23.12824
1000000322,2023-01-04 08:30:00,24.07322
1000000323,2023-01-04 08:45:00,25.79627
1000000324,2023-01-04 09:00:00,24.67897
1000000325,2023-01-04 09:15:00,24.02161
1000000326,2023-01-04 09:30:00,23.46677
1000000327,2023-01-04 09:45:00,25.14747
1000000328,2023-01-04 10:00:00,23.43565
1000000329,2023-01-04 10:15:00,24.49587
1000000330,2023-01-04 10:30:00,25.06638
1000000331,2023-01-04 10:45:00,23.80141
1000000332,2023-01-04 11:00:00,24.40379
1000000333,2023-01-04 11:15:00,25.80512
1000000334,2023-01-04 11:30:00,24.73517
1000000335,2023-01-04 11:45:00,23.82048
1000000336,2023-01-04 12:00:00,25.52991
1000000337,2023-01-04 12:15:00,24.91217
1000000338,2023-01-04 12:30:00,25.82021
1000000339,2023-01-04 12:45:00,23.52636
1000000340,2023-01-04 13:00:00,24.30962
1000000341,2023-01-04 13:15:00,25.24063
1000000342,2023-01-04 13:30:00,25.77824
1000000343,2023-01-04 13:45:00,25.38415
1000000344,2023-01-04 14:00:00,24.77297
1000000345,2023-01-04 14:15:00,24.49633
1000000346,2023-01-04 14:30:00,24.13371
1000000347,2023-01-04 14:45:00,25.91309
1000000348,2023-01-04 15:00:00,23.96108
1000000349,2023-01-04 15:15:00,25.124
1000000350,2023-01-04 15:30:00,23.61333
1000000351,2023-01-04 15:45:00,25.14888
1000000352,2023-01-04 16:00:00,23.68314
1000000353,2023-01-04 16:15:00,24.04297
1000000354,2023-01-04 16:30:00,25.62207
1000000355,2023-01-04 16:45:00,24.51832
1000000356,2023-01-04 17:00:00,24.23933
1000000357,2023-01-04 17:15:00,23.78306
1000000358,2023-01-04 17:30:00,25.11646
1000000359,2023-01-04 17:45:00,25.34906
1000000360,2023-01-04 18:00:00,23.34132
1000000361,2023-01-04 18:15:00,23.91705
1000000362,2023-01-04 18:30:00,23.64747
1000000363,2023-01-04 18:45:00,25.11953
1000000364,2023-01-04 19:00:00,25.64406
1000000365,2023-01-04 19:15:00,24.4335
1000000366,2023-01-04 19:30:00,24.5686
1000000367,2023-01-04 19:45:00,23.2897
1000000368,2023-01-04 20:00:00,24.52119
1000000369,2023-01-04 20:15:00,24.39929
1000000370,2023-01-04 20:30:00,24.27638
1000000371,2023-01-04 20:45:00,23.27098
1000000372,2023-01-04 21:00:00,23.45863
1000000373,2023-01-04 21:15:00,23.64873
1000000374,2023-01-04 21:30:00,25.43294
1000000375,2023-01-04 21:45:00,25.39132
1000000376,2023-01-04 22:00:00,23.88398
1000000377,2023-01-04 22:15:00,23.92484
1000000378,2023-01-04 22:30:00,23.71196
1000000379,2023-01-04 22:45:00,24.02506
1000000380,2023-01-04 23:00:00,25.58593
1000000381,2023-01-04 23:15:00,25.65929
1000000382,2023-01-04 23:30:00,25.11879
1000000383,2023-01-04 23:45:00,24.7803
1000000384,2023-01-05 00:00:00,23.21945
1000000385,2023-01-05 00:15:00,24.47823
1000000386,2023-01-05 00:30:00,25.92688
1000000387,2023-01-05 00:45:00,25.87088
1000000388,2023-01-05 01:00:00,25.9283
1000000389,2023-01-05 01:15:00,24.69783
1000000390,2023-01-05 01:30:00,24.21743
1000000391,2023-01-05 01:45:00,25.11623
1000000392,2023-01-05 02:00:00,24.67738
1000000393,2023-01-05 02:15:00,23.33893
1000000394,2023-01-05 02:30:00,23.22088
1000000395,2023-01-05 02:45:00,25.90299
1000000396,2023-01-05 03:00:00,23.37042
1000000397,2023-01-05 03:15:00,23.33034
1000000398,2023-01-05 03:30:00,23.4712
1000000399,2023-01-05 03:45:00,24.55958
1000000400,2023-01-05 04:00:00,24.67057
1000000401,2023-01-05 04:15:00,25.40668
1000000402,2023-01-05 04:30:00,23.86399
1000000403,2023-01-05 04:45:00,23.47681
1000000404,2023-01-05 05:00:00,25.51871
1000000405,2023-01-05 05:15:00,25.58665
1000000406,2023-01-05 05:30:00,25.12593
1000000407,2023-01-05 05:45:00,25.76672
1000000408,2023-01-05 06:00:00,23.58368
1000000409,2023-01-05 06:15:00,25.23145
1000000410,2023-01-05 06:30:00,24.40561
1000000411,2023-01-05 06:45:00,25.38845
1000000412,2023-01-05 07:00:00,24.32753
1000000413,2023-01-05 07:15:00,24.86885
1000000414,2023-01-05 07:30:00,23.96455
1000000415,2023-01-05 07:45:00,23.34799
1000000416,2023-01-05 08:00:00,23.6466
1000000417,2023-01-05 08:15:00,24.86848
1000000418,2023-01-05 08:30:00,23.25964
1000000419,2023-01-05 08:45:00,25.43176
1000000420,2023-01-05 09:00:00,25.94478
1000000421,2023-01-05 09:15:00,24.07551
1000000422,2023-01-05 09:30:00,24.43869
1000000423,2023-01-05 09:45:00,23.11148
1000000424,2023-01-05 10:00:00,23.42954
1000000425,2023-01-05 10:15:00,24.14491
1000000426,2023-01-05 10:30:00,25.25245
1000000427,2023-01-05 10:45:00,23.32559
1000000428,2023-01-05 11:00:00,23.9682
1000000429,2023-01-05 11:15:00,23.56882
1000000430,2023-01-05 11:30:00,24.3609
1000000431,2023-01-05 11:45:00,25.17841
1000000432,2023-01-05 12:00:00,23.53511
1000000433,2023-01-05 12:15:00,25.99162
1000000434,2023-01-05 12:30:00,24.61151
1000000435,2023-01-05 12:45:00,23.10579
1000000436,2023-01-05 13:00:00,23.17235
1000000437,2023-01-05 13:15:00,24.37962
1000000438,2023-01-05 13:30:00,24.16614
1000000439,2023-01-05 13:45:00,24.34058
1000000440,2023-01-05 14:00:00,24.64278
1000000441,2023-01-05 14:15:00,25.02833
1000000442,2023-01-05 14:30:00,23.85311
1000000443,2023-01-05 14:45:00,24.92469
1000000444,2023-01-05 15:00:00,23.21097
1000000445,2023-01-05 15:15:00,25.87152
1000000446,2023-01-05 15:30:00,24.40198
1000000447,2023-01-05 15:45:00,25.81627
1000000448,2023-01-05 16:00:00,25.66537
1000000449,2023-01-05 16:15:00,25.20337
1000000450,2023-01-05 16:30:00,23.33846
1000000451,2023-01-05 16:45:00,25.05172
1000000452,2023-01-05 17:00:00,23.24339
1000000453,2023-01-05 17:15:00,25.34618
1000000454,2023-01-05 17:30:00,23.98971
1000000455,2023-01-05 17:45:00,24.04505
1000000456,2023-01-05 18:00:00,24.18175
1000000457,2023-01-05 18:15:00,23.73264
1000000458,2023-01-05 18:30:00,25.13899
1000000459,2023-01-05 18:45:00,25.38733
1000000460,2023-01-05 19:00:00,25.3038
1000000461,2023-01-05 19:15:00,23.61913
1000000462,2023-01-05 19:30:00,23.47073
1000000463,2023-01-05 19:45:00,25.28962
1000000464,2023-01-05 20:00:00,24.59363
1000000465,2023-01-05 20:15:00,23.03005
1000000466,2023-01-05 20:30:00,24.75034
1000000467,2023-01-05 20:45:00,25.33507
1000000468,2023-01-05 21:00:00,25.14297
1000000469,2023-01-05 21:15:00,25.85167
1000000470,2023-01-05 21:30:00,24.16493
1000000471,2023-01-05 21:45:00,25.37601
1000000472,2023-01-05 22:00:00,23.92076
1000000473,2023-01-05 22:15:00,23.08704
1000000474,2023-01-05 22:30:00,23.63503
1000000475,2023-01-05 22:45:00,23.9559
1000000476,2023-01-05 23:00:00,23.3676
1000000477,2023-01-05 23:15:00,24.37313
1000000478,2023-01-05 23:30:00,24.43256
1000000479,2023-01-05 23:45:00,24.24872
1000000480,2023-01-06 00:00:00,24.57527
1000000481,2023-01-06 00:15:00,23.49793
1000000482,2023-01-06 00:30:00,24.85152
1000000483,2023-01-06 00:45:00,25.69987
1000000484,2023-01-06 01:00:00,24.18313
1000000485,2023-01-06 01:15:00,24.96695
1000000486,2023-01-06 01:30:00,24.90425
1000000487,2023-01-06 01:45:00,23.75183
1000000488,2023-01-06 02:00:00,25.1036
1000000489,2023-01-06 02:15:00,24.99998
1000000490,2023-01-06 02:30:00,23.694
1000000491,2023-01-06 02:45:00,23.1803
1000000492,2023-01-06 03:00:00,24.11325
1000000493,2023-01-06 03:15:00,25.23758
1000000494,2023-01-06 03:30:00,23.64336
1000000495,2023-01-06 03:45:00,23.06751
1000000496,2023-01-06 04:00:00,25.12564
1000000497,2023-01-06 04:15:00,23.74966
1000000498,2023-01-06 04:30:00,23.10874
1000000499,2023-01-06 04:45:00,25.09259
1000000500,2023-01-06 05:00:00,24.93973
1000000501,2023-01-06 05:15:00,25.43386
1000000502,2023-01-06 05:30:00,24.96879
1000000503,2023-01-06 05:45:00,23.1101
1000000504,2023-01-06 06:00:00,25.5
1000000505,2023-01-06 06:15:00,24.02921
1000000506,2023-01-06 06:30:00,25.34614
1000000507,2023-01-06 06:45:00,25.48433
1000000508,2023-01-06 07:00:00,23.0127
1000000509,2023-01-06 07:15:00,25.99618
1000000510,2023-01-06 07:30:00,23.2392
1000000511,2023-01-06 07:45:00,25.60193
1000000512,2023-01-06 08:00:00,25.89467
1000000513,2023-01-06 08:15:00,25.78599
1000000514,2023-01-06 08:30:00,25.6179
1000000515,2023-01-06 08:45:00,23.56574
1000000516,2023-01-06 09:00:00,25.91132
1000000517,2023-01-06 09:15:00,23.46442
1000000518,2023-01-06 09:30:00,25.73742
1000000519,2023-01-06 09:45:00,24.40689
1000000520,2023-01-06 10:00:00,23.57542
1000000521,2023-01-06 10:15:00,23.97678
1000000522,2023-01-06 10:30:00,23.91095
1000000523,2023-01-06 10:45:00,25.70583
1000000524,2023-01-06 11:00:00,24.53712
1000000525,2023-01-06 11:15:00,25.37843
1000000526,2023-01-06 11:30:00,24.73397
1000000527,2023-01-06 11:45:00,24.82991
1000000528,2023-01-06 12:00:00,25.77716
1000000529,2023-01-06 12:15:00,24.94954
1000000530,2023-01-06 12:30:00,23.773
1000000531,2023-01-06 12:45:00,23.17082
1000000532,2023-01-06 13:00:00,24.01451
1000000533,2023-01-06 13:15:00,25.28353
1000000534,2023-01-06 13:30:00,24.56478
1000000535,2023-01-06 13:45:00,25.83098
1000000536,2023-01-06 14:00:00,23.81366
1000000537,2023-01-06 14:15:00,25.95364
1000000538,2023-01-06 14:30:00,23.36929
1000000539,2023-01-06 14:45:00,23.83736
1000000540,2023-01-06 15:00:00,24.31706
1000000541,2023-01-06 15:15:00,23.82906
1000000542,2023-01-06 15:30:00,25.56744
1000000543,2023-01-06 15:45:00,23.58533
1000000544,2023-01-06 16:00:00,24.92466
1000000545,2023-01-06 16:15:00,24.43796
1000000546,2023-01-06 16:30:00,25.23614
1000000547,2023-01-06 16:45:00,23.46968
1000000548,2023-01-06 17:00:00,24.01561
1000000549,2023-01-06 17:15:00,25.52487
1000000550,2023-01-06 17:30:00,24.65881
1000000551,2023-01-06 17:45:00,23.80154
1000000552,2023-01-06 18:00:00,23.27985
1000000553,2023-01-06 18:15:00,24.22568
1000000554,2023-01-06 18:30:00,24.18919
1000000555,2023-01-06 18:45:00,23.8351
1000000556,2023-01-06 19:00:00,24.11375
1000000557,2023-01-06 19:15:00,25.43784
1000000558,2023-01-06 19:30:00,23.64173
1000000559,2023-01-06 19:45:00,23.65286
1000000560,2023-01-06 20:00:00,25.865
1000000561,2023-01-06 20:15:00,23.15422
1000000562,2023-01-06 20:30:00,25.66829
1000000563,2023-01-06 20:45:00,25.45656
1000000564,2023-01-06 21:00:00,24.51401
1000000565,2023-01-06 21:15:00,24.54744
1000000566,2023-01-06 21:30:00,24.34772
1000000567,2023-01-06 21:45:00,23.70948
1000000568,2023-01-06 22:00:00,24.13808
1000000569,2023-01-06 22:15:00,24.19323
1000000570,2023-01-06 22:30:00,25.7974
1000000571,2023-01-06 22:45:00,24.99666
1000000572,2023-01-06 23:00:00,24.90065
1000000573,2023-01-06 23:15:00,25.97433
1000000574,2023-01-06 23:30:00,24.94449
1000000575,2023-01-06 23:45:00,25.16863
1000000576,2023-01-07 00:00:00,23.97206
1000000577,2023-01-07 00:15:00,25.12507
1000000578,2023-01-07 00:30:00,24.9632
1000000579,2023-01-07 00:45:00,25.42276
1000000580,2023-01-07 01:00:00,25.50567
1000000581,2023-01-07 01:15:00,25.82666
1000000582,2023-01-07 01:30:00,24.24922
1000000583,2023-01-07 01:45:00,23.1441
1000000584,2023-01-07 02:00:00,24.5676
1000000585,2023-01-07 02:15:00,24.99299
1000000586,2023-01-07 02:30:00,24.87931
1000000587,2023-01-07 02:45:00,23.63047
1000000588,2023-01-07 03:00:00,24.45365
1000000589,2023-01-07 03:15:00,23.79672
1000000590,2023-01-07 03:30:00,25.2547
1000000591,2023-01-07 03:45:00,25.23633
1000000592,2023-01-07 04:00:00,24.33736
1000000593,2023-01-07 04:15:00,24.08656
1000000594,2023-01-07 04:30:00,23.28435
1000000595,2023-01-07 04:45:00,23.63068
1000000596,2023-01-07 05:00:00,25.59996
1000000597,2023-01-07 05:15:00,24.25415
1000000598,2023-01-07 05:30:00,23.34737
1000000599,2023-01-07 05:45:00,25.75297
1000000600,2023-01-07 06:00:00,24.24098
1000000601,2023-01-07 06:15:00,23.74799
1000000602,2023-01-07 06:30:00,23.50099
1000000603,2023-01-07 06:45:00,24.0813
1000000604,2023-01-07 07:00:00,23.93313
1000000605,2023-01-07 07:15:00,23.89079
1000000606,2023-01-07 07:30:00,25.10467
1000000607,2023-01-07 07:45:00,24.97443
