seq,ts,value
1000000177,2023-01-08 09:00:00,33746190
1000000178,2023-01-08 10:00:00,33746568
1000000179,2023-01-08 11:00:00,33746742
1000000180,2023-01-08 12:00:00,33747143
1000000181,2023-01-08 13:00:00,33747622
1000000182,2023-01-08 14:00:00,33748088
1000000183,2023-01-08 15:00:00,33748204
1000000184,2023-01-08 16:00:00,33748355
1000000185,2023-01-08 17:00:00,33748763
1000000186,2023-01-08 18:00:00,33749103
1000000187,2023-01-08 19:00:00,33749153
1000000188,2023-01-08 20:00:00,33749250
1000000189,2023-01-08 21:00:00,33749438
1000000190,2023-01-08 22:00:00,33749619
1000000191,2023-01-08 23:00:00,33749986
1000000192,2023-01-09 00:00:00,33750401
1000000193,2023-01-09 01:00:00,33750759
1000000194,2023-01-09 02:00:00,33751114
1000000195,2023-01-09 03:00:00,33751176
1000000196,2023-01-09 04:00:00,33751562
1000000197,2023-01-09 05:00:00,33751621
1000000198,2023-01-09 06:00:00,33751674
1000000199,2023-01-09 07:00:00,33752142
1000000200,2023-01-09 08:00:00,33752502
1000000201,2023-01-09 09:00:00,33752592
1000000202,2023-01-09 10:00:00,33752852
1000000203,2023-01-09 11:00:00,33753284
1000000204,2023-01-09 12:00:00,33753350
1000000205,2023-01-09 13:00:00,33753618
1000000206,2023-01-09 14:00:00,33754048
1000000207,2023-01-09 15:00:00,33754532
1000000208,2023-01-09 16:00:00,33754724
1000000209,2023-01-09 17:00:00,33755069
1000000210,2023-01-09 18:00:00,33755168
1000000211,2023-01-09 19:00:00,33755369
1000000212,2023-01-09 20:00:00,33755777
1000000213,2023-01-09 21:00:00,33756038
1000000214,2023-01-09 22:00:00,33756222
1000000215,2023-01-09 23:00:00,33756527
1000000216,2023-01-10 00:00:00,33757022
1000000217,2023-01-10 01:00:00,33757128
1000000218,2023-01-10 02:00:00,33757547
1000000219,2023-01-10 03:00:00,33757791
1000000220,2023-01-10 04:00:00,33757936
1000000221,2023-01-10 05:00:00,33758001
1000000222,2023-01-10 06:00:00,33758499
1000000223,2023-01-10 07:00:00,33758968
1000000224,2023-01-10 08:00:00,33759296
1000000225,2023-01-10 09:00:00,33759351
1000000226,2023-01-10 10:00:00,33759802
1000000227,2023-01-10 11:00:00,33760241
1000000228,2023-01-10 12:00:00,33760739
1000000229,2023-01-10 13:00:00,33761237
1000000230,2023-01-10 14:00:00,33761349
1000000231,2023-01-10 15:00:00,33761676
1000000232,2023-01-10 16:00:00,33761948
1000000233,2023-01-10 17:00:00,33762140
1000000234,2023-01-10 18:00:00,33762277
1000000235,2023-01-10 19:00:00,33762713
1000000236,2023-01-10 20:00:00,33763125
1000000237,2023-01-10 21:00:00,33763207
1000000238,2023-01-10 22:00:00,33763634
1000000239,2023-01-10 23:00:00,33763879
1000000240,2023-01-11 00:00:00,33764018
1000000241,2023-01-11 01:00:00,33764232
1000000242,2023-01-11 02:00:00,33764528
1000000243,2023-01-11 03:00:00,33764792
1000000244,2023-01-11 04:00:00,33764920
1000000245,2023-01-11 05:00:00,33764972
1000000246,2023-01-11 06:00:00,33765106
1000000247,2023-01-11 07:00:00,33765304
1000000248,2023-01-11 08:00:00,33765382
1000000249,2023-01-11 09:00:00,33765601
1000000250,2023-01-11 10:00:00,33765908
1000000251,2023-01-11 11:00:00,33766246
1000000252,2023-01-11 12:00:00,33766533
1000000253,2023-01-11 13:00:00,33766656
1000000254,2023-01-11 14:00:00,33766784
1000000255,2023-01-11 15:00:00,33767205
1000000256,2023-01-11 16:00:00,33767529
1000000257,2023-01-11 17:00:00,33767825
1000000258,2023-01-11 18:00:00,33768111
1000000259,2023-01-11 19:00:00,33768367
1000000260,2023-01-11 20:00:00,33768779
1000000261,2023-01-11 21:00:00,33769129
1000000262,2023-01-11 22:00:00,33769468
1000000263,2023-01-11 23:00:00,33769913
1000000264,2023-01-12 00:00:00,33770359
1000000265,2023-01-12 01:00:00,33770724
1000000266,2023-01-12 02:00:00,33770807
1000000267,2023-01-12 03:00:00,33771241
1000000268,2023-01-12 04:00:00,33771478
1000000269,2023-01-12 05:00:00,33771845
1000000270,2023-01-12 06:00:00,33772163
1000000271,2023-01-12 07:00:00,33772295
1000000272,2023-01-12 08:00:00,33772633
1000000273,2023-01-12 09:00:00,33773067
1000000274,2023-01-12 10:00:00,33773175
1000000275,2023-01-12 11:00:00,33773612
1000000276,2023-01-12 12:00:00,33774076
1000000277,2023-01-12 13:00:00,33774566
1000000278,2023-01-12 14:00:00,33774751
1000000279,2023-01-12 15:00:00,33775094
1000000280,2023-01-12 16:00:00,33775318
1000000281,2023-01-12 17:00:00,33775540
1000000282,2023-01-12 18:00:00,33776018
1000000283,2023-01-12 19:00:00,33776331
1000000284,2023-01-12 20:00:00,33776395
1000000285,2023-01-12 21:00:00,33776454
1000000286,2023-01-12 22:00:00,33776779
1000000287,2023-01-12 23:00:00,33777087
1000000288,2023-01-13 00:00:00,33777255
1000000289,2023-01-13 01:00:00,33777330
1000000290,2023-01-13 02:00:00,33777595
1000000291,2023-01-13 03:00:00,33777852
1000000292,2023-01-13 04:00:00,33778296
1000000293,2023-01-13 05:00:00,33778402
1000000294,2023-01-13 06:00:00,33778633
1000000295,2023-01-13 07:00:00,33778916
1000000296,2023-01-13 08:00:00,33779343
1000000297,2023-01-13 09:00:00,33779793
1000000298,2023-01-13 10:00:00,33780252
1000000299,2023-01-13 11:00:00,33780450
1000000300,2023-01-13 12:00:00,33780651
1000000301,2023-01-13 13:00:00,33780846
1000000302,2023-01-13 14:00:00,33781192
1000000303,2023-01-13 15:00:00,33781323
1000000304,2023-01-13 16:00:00,33781665
1000000305,2023-01-13 17:00:00,33781861
1000000306,2023-01-13 18:00:00,33781952
1000000307,2023-01-13 19:00:00,33782446
1000000308,2023-01-13 20:00:00,33782720
1000000309,2023-01-13 21:00:00,33782921
1000000310,2023-01-13 22:00:00,33783307
1000000311,2023-01-13 23:00:00,33783481
1000000312,2023-01-14 00:00:00,33783634
1000000313,2023-01-14 01:00:00,33783757
1000000314,2023-01-14 02:00:00,33784053
1000000315,2023-01-14 03:00:00,33784529
1000000316,2023-01-14 04:00:00,33784910
1000000317,2023-01-14 05:00:00,33784965
1000000318,2023-01-14 06:00:00,33785360
1000000319,2023-01-14 07:00:00,33785708
1000000320,2023-01-14 08:00:00,33785918
1000000321,2023-01-14 09:00:00,33786345
1000000322,2023-01-14 10:00:00,33786421
1000000323,2023-01-14 11:00:00,33786919
1000000324,2023-01-14 12:00:00,33787038
1000000325,2023-01-14 13:00:00,33787308
1000000326,2023-01-14 14:00:00,33787528
1000000327,2023-01-14 15:00:00,33787668
1000000328,2023-01-14 16:00:00,33787858
1000000329,2023-01-14 17:00:00,33788092
1000000330,2023-01-14 18:00:00,33788208
1000000331,2023-01-14 19:00:00,33788485
1000000332,2023-01-14 20:00:00,33788751
1000000333,2023-01-14 21:00:00,33789085
1000000334,2023-01-14 22:00:00,33789518
1000000335,2023-01-14 23:00:00,33790015
1000000336,2023-01-15 00:00:00,33790331
1000000337,2023-01-15 01:00:00,33790663
1000000338,2023-01-15 02:00:00,33791020
1000000339,2023-01-15 03:00:00,33791095
1000000340,2023-01-15 04:00:00,33791243
1000000341,2023-01-15 05:00:00,33791416
1000000342,2023-01-15 06:00:00,33791526
1000000343,2023-01-15 07:00:00,33791855
1000000344,2023-01-15 08:00:00,33792040
1000000345,2023-01-15 09:00:00,33792407
1000000346,2023-01-15 10:00:00,33792811
1000000347,2023-01-15 11:00:00,33793184
1000000348,2023-01-15 12:00:00,33793469
1000000349,2023-01-15 13:00:00,33793680
1000000350,2023-01-15 14:00:00,33793869
1000000351,2023-01-15 15:00:00,33793964
1000000352,2023-01-15 16:00:00,33794369
1000000353,2023-01-15 17:00:00,33794671
1000000354,2023-01-15 18:00:00,33794899
1000000355,2023-01-15 19:00:00,33795327
1000000356,2023-01-15 20:00:00,33795759
1000000357,2023-01-15 21:00:00,33796191
1000000358,2023-01-15 22:00:00,33796578
1000000359,2023-01-15 23:00:00,33796631
1000000360,2023-01-16 00:00:00,33796748
1000000361,2023-01-16 01:00:00,33796849
1000000362,2023-01-16 02:00:00,33797302
1000000363,2023-01-16 03:00:00,33797686
1000000364,2023-01-16 04:00:00,33798033
1000000365,2023-01-16 05:00:00,33798496
1000000366,2023-01-16 06:00:00,33798940
1000000367,2023-01-16 07:00:00,33799038
1000000368,2023-01-16 08:00:00,33799096
1000000369,2023-01-16 09:00:00,33799386
1000000370,2023-01-16 10:00:00,33799880
1000000371,2023-01-16 11:00:00,33800289
1000000372,2023-01-16 12:00:00,33800691
1000000373,2023-01-16 13:00:00,33800942
1000000374,2023-01-16 14:00:00,33801095
1000000375,2023-01-16 15:00:00,33801243
1000000376,2023-01-16 16:00:00,33801382
1000000377,2023-01-16 17:00:00,33801718
1000000378,2023-01-16 18:00:00,33802002
1000000379,2023-01-16 19:00:00,33802114
1000000380,2023-01-16 20:00:00,33802414
1000000381,2023-01-16 21:00:00,33802625
1000000382,2023-01-16 22:00:00,33803120
1000000383,2023-01-16 23:00:00,33803592
1000000384,2023-01-17 00:00:00,33803764
1000000385,2023-01-17 01:00:00,33804114
1000000386,2023-01-17 02:00:00,33804472
1000000387,2023-01-17 03:00:00,33804610
1000000388,2023-01-17 04:00:00,33804944
1000000389,2023-01-17 05:00:00,33805083
1000000390,2023-01-17 06:00:00,33805221
1000000391,2023-01-17 07:00:00,33805467
1000000392,2023-01-17 08:00:00,33805548
1000000393,2023-01-17 09:00:00,33806005
1000000394,2023-01-17 10:00:00,33806197
1000000395,2023-01-17 11:00:00,33806289
1000000396,2023-01-17 12:00:00,33806397
1000000397,2023-01-17 13:00:00,33806655
1000000398,2023-01-17 14:00:00,33806805
1000000399,2023-01-17 15:00:00,33807268
1000000400,2023-01-17 16:00:00,33807502
1000000401,2023-01-17 17:00:00,33807774
1000000402,2023-01-17 18:00:00,33808193
1000000403,2023-01-17 19:00:00,33808308
1000000404,2023-01-17 20:00:00,33808564
1000000405,2023-01-17 21:00:00,33808732
1000000406,2023-01-17 22:00:00,33809078
1000000407,2023-01-17 23:00:00,33809482
1000000408,2023-01-18 00:00:00,33809643
1000000409,2023-01-18 01:00:00,33809953
1000000410,2023-01-18 02:00:00,33810097
1000000411,2023-01-18 03:00:00,33810299
1000000412,2023-01-18 04:00:00,33810507
1000000413,2023-01-18 05:00:00,33810806
1000000414,2023-01-18 06:00:00,33811288
1000000415,2023-01-18 07:00:00,33811551
1000000416,2023-01-18 08:00:00,33811859
1000000417,2023-01-18 09:00:00,33812144
1000000418,2023-01-18 10:00:00,33812319
1000000419,2023-01-18 11:00:00,33812506
1000000420,2023-01-18 12:00:00,33812957
1000000421,2023-01-18 13:00:00,33813077
1000000422,2023-01-18 14:00:00,33813512
1000000423,2023-01-18 15:00:00,33813972
1000000424,2023-01-18 16:00:00,33814425
1000000425,2023-01-18 17:00:00,33814711
1000000426,2023-01-18 18:00:00,33814799
1000000427,2023-01-18 19:00:00,33815000
1000000428,2023-01-18 20:00:00,33815220
1000000429,2023-01-18 21:00:00,33815275
1000000430,2023-01-18 22:00:00,33815371
1000000431,2023-01-18 23:00:00,33815507
1000000432,2023-01-19 00:00:00,33815677
1000000433,2023-01-19 01:00:00,33815956
1000000434,2023-01-19 02:00:00,33816155
1000000435,2023-01-19 03:00:00,33816648
1000000436,2023-01-19 04:00:00,33817024
1000000437,2023-01-19 05:00:00,33817504
1000000438,2023-01-19 06:00:00,33817603
1000000439,2023-01-19 07:00:00,33817710
1000000440,2023-01-19 08:00:00,33817799
1000000441,2023-01-19 09:00:00,33817993
1000000442,2023-01-19 10:00:00,33818387
1000000443,2023-01-19 11:00:00,33818737
1000000444,2023-01-19 12:00:00,33819156
1000000445,2023-01-19 13:00:00,33819378
1000000446,2023-01-19 14:00:00,33819730
1000000447,2023-01-19 15:00:00,33819931
1000000448,2023-01-19 16:00:00,33820356
1000000449,2023-01-19 17:00:00,33820472
1000000450,2023-01-19 18:00:00,33820602
1000000451,2023-01-19 19:00:00,33820859
1000000452,2023-01-19 20:00:00,33821026
1000000453,2023-01-19 21:00:00,33821348
1000000454,2023-01-19 22:00:00,33821810
1000000455,2023-01-19 23:00:00,33821992
1000000456,2023-01-20 00:00:00,33822342
1000000457,2023-01-20 01:00:00,33822575
1000000458,2023-01-20 02:00:00,33822990
1000000459,2023-01-20 03:00:00,33823151
1000000460,2023-01-20 04:00:00,33823204
1000000461,2023-01-20 05:00:00,33823380
1000000462,2023-01-20 06:00:00,33823638
1000000463,2023-01-20 07:00:00,33823862
1000000464,2023-01-20 08:00:00,33824207
1000000465,2023-01-20 09:00:00,33824671
1000000466,2023-01-20 10:00:00,33825074
1000000467,2023-01-20 11:00:00,33825516
1000000468,2023-01-20 12:00:00,33825591
1000000469,2023-01-20 13:00:00,33825761
1000000470,2023-01-20 14:00:00,33826249
1000000471,2023-01-20 15:00:00,33826318
1000000472,2023-01-20 16:00:00,33826607
1000000473,2023-01-20 17:00:00,33826679
1000000474,2023-01-20 18:00:00,33827033
1000000475,2023-01-20 19:00:00,33827277
1000000476,2023-01-20 20:00:00,33827530
1000000477,2023-01-20 21:00:00,33827956
1000000478,2023-01-20 22:00:00,33828217
1000000479,2023-01-20 23:00:00,33828618
1000000480,2023-01-21 00:00:00,33828702
1000000481,2023-01-21 01:00:00,33829127
1000000482,2023-01-21 02:00:00,33829486
1000000483,2023-01-21 03:00:00,33829582
1000000484,2023-01-21 04:00:00,33829693
1000000485,2023-01-21 05:00:00,33829820
1000000486,2023-01-21 06:00:00,33830210
1000000487,2023-01-21 07:00:00,33830436
1000000488,2023-01-21 08:00:00,33830926
1000000489,2023-01-21 09:00:00,33831383
1000000490,2023-01-21 10:00:00,33831825
1000000491,2023-01-21 11:00:00,33832119
1000000492,2023-01-21 12:00:00,33832241
1000000493,2023-01-21 13:00:00,33832594
1000000494,2023-01-21 14:00:00,33832797
1000000495,2023-01-21 15:00:00,33833136
1000000496,2023-01-21 16:00:00,33833559
1000000497,2023-01-21 17:00:00,33833868
1000000498,2023-01-21 18:00:00,33834242
1000000499,2023-01-21 19:00:00,33834709
1000000500,2023-01-21 20:00:00,33835012
1000000501,2023-01-21 21:00:00,33835256
1000000502,2023-01-21 22:00:00,33835750
1000000503,2023-01-21 23:00:00,33835802
1000000504,2023-01-22 00:00:00,33836196
1000000505,2023-01-22 01:00:00,33836369
1000000506,2023-01-22 02:00:00,33836590
1000000507,2023-01-22 03:00:00,33836646
1000000508,2023-01-22 04:00:00,33837033
1000000509,2023-01-22 05:00:00,33837464
1000000510,2023-01-22 06:00:00,33837739
1000000511,2023-01-22 07:00:00,33838186
1000000512,2023-01-22 08:00:00,33838565
1000000513,2023-01-22 09:00:00,33839031
1000000514,2023-01-22 10:00:00,33839356
1000000515,2023-01-22 11:00:00,33839772
1000000516,2023-01-22 12:00:00,33839990
1000000517,2023-01-22 13:00:00,33840233
1000000518,2023-01-22 14:00:00,33840509
1000000519,2023-01-22 15:00:00,33840971
1000000520,2023-01-22 16:00:00,33841166
1000000521,2023-01-22 17:00:00,33841296
1000000522,2023-01-22 18:00:00,33841353
1000000523,2023-01-22 19:00:00,33841563
1000000524,2023-01-22 20:00:00,33841718
1000000525,2023-01-22 21:00:00,33841869
1000000526,2023-01-22 22:00:00,33842061
1000000527,2023-01-22 23:00:00,33842529
1000000528,2023-01-23 00:00:00,33842858
1000000529,2023-01-23 01:00:00,33843198
1000000530,2023-01-23 02:00:00,33843294
1000000531,2023-01-23 03:00:00,33843420
1000000532,2023-01-23 04:00:00,33843619
1000000533,2023-01-23 05:00:00,33843871
1000000534,2023-01-23 06:00:00,33844084
1000000535,2023-01-23 07:00:00,33844189
1000000536,2023-01-23 08:00:00,33844501
1000000537,2023-01-23 09:00:00,33844645
1000000538,2023-01-23 10:00:00,33845064
1000000539,2023-01-23 11:00:00,33845187
1000000540,2023-01-23 12:00:00,33845291
1000000541,2023-01-23 13:00:00,33845679
1000000542,2023-01-23 14:00:00,33845780
1000000543,2023-01-23 15:00:00,33846192
1000000544,2023-01-23 16:00:00,33846376
1000000545,2023-01-23 17:00:00,33846697
1000000546,2023-01-23 18:00:00,33847002
1000000547,2023-01-23 19:00:00,33847357
1000000548,2023-01-23 20:00:00,33847760
1000000549,2023-01-23 21:00:00,33848074
1000000550,2023-01-23 22:00:00,33848186
1000000551,2023-01-23 23:00:00,33848577
1000000552,2023-01-24 00:00:00,33848650
1000000553,2023-01-24 01:00:00,33848725
1000000554,2023-01-24 02:00:00,33848850
1000000555,2023-01-24 03:00:00,33849176
1000000556,2023-01-24 04:00:00,33849492
1000000557,2023-01-24 05:00:00,33849565
1000000558,2023-01-24 06:00:00,33850064
1000000559,2023-01-24 07:00:00,33850241
1000000560,2023-01-24 08:00:00,33850335
1000000561,2023-01-24 09:00:00,33850534
1000000562,2023-01-24 10:00:00,33850803
1000000563,2023-01-24 11:00:00,33851151
1000000564,2023-01-24 12:00:00,33851233
1000000565,2023-01-24 13:00:00,33851430
1000000566,2023-01-24 14:00:00,33851728
1000000567,2023-01-24 15:00:00,33852016
1000000568,2023-01-24 16:00:00,33852304
1000000569,2023-01-24 17:00:00,33852646
1000000570,2023-01-24 18:00:00,33852996
1000000571,2023-01-24 19:00:00,33853452
1000000572,2023-01-24 20:00:00,33853636
1000000573,2023-01-24 21:00:00,33854067
1000000574,2023-01-24 22:00:00,33854165
1000000575,2023-01-24 23:00:00,33854569
1000000576,2023-01-25 00:00:00,33854621
1000000577,2023-01-25 01:00:00,33854862
1000000578,2023-01-25 02:00:00,33855074
1000000579,2023-01-25 03:00:00,33855552
1000000580,2023-01-25 04:00:00,33855701
1000000581,2023-01-25 05:00:00,33856020
1000000582,2023-01-25 06:00:00,33856427
1000000583,2023-01-25 07:00:00,33856621
1000000584,2023-01-25 08:00:00,33856898
1000000585,2023-01-25 09:00:00,33857052
1000000586,2023-01-25 10:00:00,33857169
1000000587,2023-01-25 11:00:00,33857454
1000000588,2023-01-25 12:00:00,33857742
1000000589,2023-01-25 13:00:00,33858005
1000000590,2023-01-25 14:00:00,33858275
1000000591,2023-01-25 15:00:00,33858767
1000000592,2023-01-25 16:00:00,33859014
1000000593,2023-01-25 17:00:00,33859196
1000000594,2023-01-25 18:00:00,33859629
1000000595,2023-01-25 19:00:00,33859870
1000000596,2023-01-25 20:00:00,33860120
1000000597,2023-01-25 21:00:00,33860570
1000000598,2023-01-25 22:00:00,33860731
1000000599,2023-01-25 23:00:00,33860925
1000000600,2023-01-26 00:00:00,33861279
1000000601,2023-01-26 01:00:00,33861694
1000000602,2023-01-26 02:00:00,33861888
1000000603,2023-01-26 03:00:00,33862003
1000000604,2023-01-26 04:00:00,33862433
1000000605,2023-01-26 05:00:00,33862803
1000000606,2023-01-26 06:00:00,33863103
1000000607,2023-01-26 07:00:00,33863472
1000000608,2023-01-26 08:00:00,33863812
1000000609,2023-01-26 09:00:00,33864235
1000000610,2023-01-26 10:00:00,33864369
1000000611,2023-01-26 11:00:00,33864610
1000000612,2023-01-26 12:00:00,33864811
1000000613,2023-01-26 13:00:00,33864951
1000000614,2023-01-26 14:00:00,33865061
1000000615,2023-01-26 15:00:00,33865326
1000000616,2023-01-26 16:00:00,33865600
1000000617,2023-01-26 17:00:00,33866058
1000000618,2023-01-26 18:00:00,33866457
1000000619,2023-01-26 19:00:00,33866947
1000000620,2023-01-26 20:00:00,33867004
1000000621,2023-01-26 21:00:00,33867375
1000000622,2023-01-26 22:00:00,33867790
1000000623,2023-01-26 23:00:00,33868032
1000000624,2023-01-27 00:00:00,33868157
1000000625,2023-01-27 01:00:00,33868603
1000000626,2023-01-27 02:00:00,33868838
1000000627,2023-01-27 03:00:00,33868918
1000000628,2023-01-27 04:00:00,33869103
1000000629,2023-01-27 05:00:00,33869213
1000000630,2023-01-27 06:00:00,33869662
1000000631,2023-01-27 07:00:00,33869842
1000000632,2023-01-27 08:00:00,33870178
1000000633,2023-01-27 09:00:00,33870317
1000000634,2023-01-27 10:00:00,33870564
